"yearstart","yearend","locationabbr","locationdesc","datasource","topic","question","response","datavalueunit","datavaluetypeid","datavaluetype","datavalue","datavaluealt","datavaluefootnotesymbol","datavaluefootnote","lowconfidencelimit","highconfidencelimit","stratificationcategory1","stratification1","stratificationcategory2","stratification2","stratificationcategory3","stratification3","geolocation","topicid","questionid","responseid","locationid","stratificationcategoryid1","stratificationid1","stratificationcategoryid2","stratificationid2","stratificationcategoryid3","stratificationid3"
2011,2011,"CT","Connecticut","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"cases per 1,000,000","AgeAdjRate","Age-adjusted Rate","253",253,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-72.64984095199964 41.56266102000046)","CKD","CKD2_1",NA,"09","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"CT","Connecticut","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"","Nmbr","Number","949",949,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-72.64984095199964 41.56266102000046)","CKD","CKD2_1",NA,"09","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"DC","District of Columbia","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"cases per 1,000,000","AgeAdjRate","Age-adjusted Rate","327.9",327.9,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-77.036871 38.907192)","CKD","CKD2_1",NA,"11","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"DC","District of Columbia","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"","Nmbr","Number","377",377,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-77.036871 38.907192)","CKD","CKD2_1",NA,"11","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"DE","Delaware","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"cases per 1,000,000","AgeAdjRate","Age-adjusted Rate","298.9",298.9,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-75.57774116799965 39.008830667000495)","CKD","CKD2_1",NA,"10","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"DE","Delaware","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"","Nmbr","Number","338",338,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-75.57774116799965 39.008830667000495)","CKD","CKD2_1",NA,"10","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"FL","Florida","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"cases per 1,000,000","AgeAdjRate","Age-adjusted Rate","304.6",304.6,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-81.92896053899966 28.932040377000476)","CKD","CKD2_1",NA,"12","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"FL","Florida","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"","Nmbr","Number","7360",7360,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-81.92896053899966 28.932040377000476)","CKD","CKD2_1",NA,"12","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"GA","Georgia","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"cases per 1,000,000","AgeAdjRate","Age-adjusted Rate","318.2",318.2,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-83.62758034599966 32.83968109300048)","CKD","CKD2_1",NA,"13","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"GA","Georgia","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"","Nmbr","Number","4125",4125,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-83.62758034599966 32.83968109300048)","CKD","CKD2_1",NA,"13","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"HI","Hawaii","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"cases per 1,000,000","AgeAdjRate","Age-adjusted Rate","373.8",373.8,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-157.85774940299973 21.304850435000446)","CKD","CKD2_1",NA,"15","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"HI","Hawaii","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"","Nmbr","Number","582",582,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-157.85774940299973 21.304850435000446)","CKD","CKD2_1",NA,"15","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"IA","Iowa","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"cases per 1,000,000","AgeAdjRate","Age-adjusted Rate","304.3",304.3,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-93.81649055599968 42.46940091300047)","CKD","CKD2_1",NA,"19","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"IA","Iowa","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"","Nmbr","Number","848",848,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-93.81649055599968 42.46940091300047)","CKD","CKD2_1",NA,"19","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"ID","Idaho","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"cases per 1,000,000","AgeAdjRate","Age-adjusted Rate","296.1",296.1,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-114.3637300419997 43.682630005000476)","CKD","CKD2_1",NA,"16","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"ID","Idaho","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"","Nmbr","Number","374",374,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-114.3637300419997 43.682630005000476)","CKD","CKD2_1",NA,"16","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"IL","Illinois","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"cases per 1,000,000","AgeAdjRate","Age-adjusted Rate","368.8",368.8,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-88.99771017799969 40.48501028300046)","CKD","CKD2_1",NA,"17","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"IL","Illinois","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"","Nmbr","Number","5183",5183,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-88.99771017799969 40.48501028300046)","CKD","CKD2_1",NA,"17","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"IN","Indiana","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"cases per 1,000,000","AgeAdjRate","Age-adjusted Rate","359.6",359.6,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-86.14996019399968 39.766910452000445)","CKD","CKD2_1",NA,"18","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"IN","Indiana","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"","Nmbr","Number","2381",2381,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-86.14996019399968 39.766910452000445)","CKD","CKD2_1",NA,"18","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"KS","Kansas","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"cases per 1,000,000","AgeAdjRate","Age-adjusted Rate","313.1",313.1,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-98.20078122699965 38.34774030000045)","CKD","CKD2_1",NA,"20","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"KS","Kansas","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"","Nmbr","Number","849",849,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-98.20078122699965 38.34774030000045)","CKD","CKD2_1",NA,"20","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"KY","Kentucky","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"cases per 1,000,000","AgeAdjRate","Age-adjusted Rate","383.3",383.3,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-92.44568007099969 31.31266064400046)","CKD","CKD2_1",NA,"21","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"KY","Kentucky","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"","Nmbr","Number","1692",1692,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-92.44568007099969 31.31266064400046)","CKD","CKD2_1",NA,"21","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"LA","Louisiana","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"cases per 1,000,000","AgeAdjRate","Age-adjusted Rate","360.7",360.7,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-92.44568007099969 31.31266064400046)","CKD","CKD2_1",NA,"22","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"LA","Louisiana","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"","Nmbr","Number","2227",2227,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-92.44568007099969 31.31266064400046)","CKD","CKD2_1",NA,"22","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"MA","Massachusetts","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"cases per 1,000,000","AgeAdjRate","Age-adjusted Rate","262.2",262.2,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-72.08269067499964 42.27687047000046)","CKD","CKD2_1",NA,"25","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"MD","Maryland","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"cases per 1,000,000","AgeAdjRate","Age-adjusted Rate","307.2",307.2,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-76.60926011099963 39.29058096400047)","CKD","CKD2_1",NA,"24","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"MD","Maryland","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"","Nmbr","Number","2521",2521,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-76.60926011099963 39.29058096400047)","CKD","CKD2_1",NA,"24","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"ME","Maine","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"cases per 1,000,000","AgeAdjRate","Age-adjusted Rate","202.6",202.6,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-68.98503133599962 45.254228894000505)","CKD","CKD2_1",NA,"23","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"ME","Maine","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"","Nmbr","Number","276",276,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-68.98503133599962 45.254228894000505)","CKD","CKD2_1",NA,"23","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"MI","Michigan","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"cases per 1,000,000","AgeAdjRate","Age-adjusted Rate","348.8",348.8,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-84.71439026999968 44.6613195430005)","CKD","CKD2_1",NA,"26","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"MI","Michigan","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"","Nmbr","Number","3809",3809,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-84.71439026999968 44.6613195430005)","CKD","CKD2_1",NA,"26","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"MN","Minnesota","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"cases per 1,000,000","AgeAdjRate","Age-adjusted Rate","279.1",279.1,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-94.79420050299967 46.35564873600049)","CKD","CKD2_1",NA,"27","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"MN","Minnesota","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"","Nmbr","Number","1309",1309,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-94.79420050299967 46.35564873600049)","CKD","CKD2_1",NA,"27","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"MO","Missouri","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"cases per 1,000,000","AgeAdjRate","Age-adjusted Rate","337.6",337.6,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-92.56630005299968 38.635790776000476)","CKD","CKD2_1",NA,"29","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"MO","Missouri","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"","Nmbr","Number","2168",2168,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-92.56630005299968 38.635790776000476)","CKD","CKD2_1",NA,"29","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"MS","Mississippi","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"cases per 1,000,000","AgeAdjRate","Age-adjusted Rate","334.9",334.9,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-89.53803082499968 32.745510099000455)","CKD","CKD2_1",NA,"28","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"MS","Mississippi","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"","Nmbr","Number","1475",1475,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-89.53803082499968 32.745510099000455)","CKD","CKD2_1",NA,"28","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"MT","Montana","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"cases per 1,000,000","AgeAdjRate","Age-adjusted Rate","202.9",202.9,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-109.42442064499971 47.06652897200047)","CKD","CKD2_1",NA,"30","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"MT","Montana","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"","Nmbr","Number","193",193,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-109.42442064499971 47.06652897200047)","CKD","CKD2_1",NA,"30","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"NC","North Carolina","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"cases per 1,000,000","AgeAdjRate","Age-adjusted Rate","292",292,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-79.15925046299964 35.466220975000454)","CKD","CKD2_1",NA,"37","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"NC","North Carolina","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"","Nmbr","Number","3578",3578,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-79.15925046299964 35.466220975000454)","CKD","CKD2_1",NA,"37","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"ND","North Dakota","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"cases per 1,000,000","AgeAdjRate","Age-adjusted Rate","365.7",365.7,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-100.11842104899966 47.47531977900047)","CKD","CKD2_1",NA,"38","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"ND","North Dakota","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"","Nmbr","Number","221",221,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-100.11842104899966 47.47531977900047)","CKD","CKD2_1",NA,"38","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"NE","Nebraska","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"cases per 1,000,000","AgeAdjRate","Age-adjusted Rate","304.8",304.8,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-99.36572062299967 41.6410409880005)","CKD","CKD2_1",NA,"31","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"NE","Nebraska","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"","Nmbr","Number","481",481,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-99.36572062299967 41.6410409880005)","CKD","CKD2_1",NA,"31","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"NH","New Hampshire","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"cases per 1,000,000","AgeAdjRate","Age-adjusted Rate","222.9",222.9,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-71.50036091999965 43.65595011300047)","CKD","CKD2_1",NA,"33","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"NH","New Hampshire","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"","Nmbr","Number","267",267,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-71.50036091999965 43.65595011300047)","CKD","CKD2_1",NA,"33","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"NJ","New Jersey","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"cases per 1,000,000","AgeAdjRate","Age-adjusted Rate","351.7",351.7,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-74.27369128799967 40.13057004800049)","CKD","CKD2_1",NA,"34","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"NJ","New Jersey","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"","Nmbr","Number","3676",3676,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-74.27369128799967 40.13057004800049)","CKD","CKD2_1",NA,"34","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"NM","New Mexico","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"cases per 1,000,000","AgeAdjRate","Age-adjusted Rate","318.6",318.6,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-106.24058098499967 34.52088095200048)","CKD","CKD2_1",NA,"35","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"NM","New Mexico","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"","Nmbr","Number","644",644,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-106.24058098499967 34.52088095200048)","CKD","CKD2_1",NA,"35","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"NV","Nevada","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"cases per 1,000,000","AgeAdjRate","Age-adjusted Rate","330.6",330.6,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-117.07184056399967 39.493240390000494)","CKD","CKD2_1",NA,"32","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"NV","Nevada","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"","Nmbr","Number","943",943,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-117.07184056399967 39.493240390000494)","CKD","CKD2_1",NA,"32","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"NY","New York","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"cases per 1,000,000","AgeAdjRate","Age-adjusted Rate","306.4",306.4,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-75.54397042699964 42.82700103200045)","CKD","CKD2_1",NA,"36","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"NY","New York","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"","Nmbr","Number","7027",7027,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-75.54397042699964 42.82700103200045)","CKD","CKD2_1",NA,"36","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"OH","Ohio","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"cases per 1,000,000","AgeAdjRate","Age-adjusted Rate","382.3",382.3,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-82.40426005599966 40.06021014100048)","CKD","CKD2_1",NA,"39","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"OH","Ohio","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"","Nmbr","Number","4927",4927,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-82.40426005599966 40.06021014100048)","CKD","CKD2_1",NA,"39","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"OK","Oklahoma","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"cases per 1,000,000","AgeAdjRate","Age-adjusted Rate","354.6",354.6,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-97.52107021399968 35.47203135600046)","CKD","CKD2_1",NA,"40","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"OK","Oklahoma","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"","Nmbr","Number","1326",1326,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-97.52107021399968 35.47203135600046)","CKD","CKD2_1",NA,"40","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"OR","Oregon","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"cases per 1,000,000","AgeAdjRate","Age-adjusted Rate","255.7",255.7,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-120.15503132599969 44.56744942400047)","CKD","CKD2_1",NA,"41","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"OR","Oregon","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"","Nmbr","Number","888",888,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-120.15503132599969 44.56744942400047)","CKD","CKD2_1",NA,"41","OVERALL","OVR",NA,NA,NA,NA
2011,2011,"PA","Pennsylvania","United States Renal Data System","Chronic Kidney Disease","Incidence of treated end-stage renal disease",NA,"cases per 1,000,000","AgeAdjRate","Age-adjusted Rate","334.3",334.3,"","",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-77.86070029399963 40.79373015200048)","CKD","CKD2_1",NA,"42","OVERALL","OVR",NA,NA,NA,NA
