"yearstart","yearend","locationabbr","locationdesc","datasource","topic","question","response","datavalueunit","datavaluetypeid","datavaluetype","datavalue","datavaluealt","datavaluefootnotesymbol","datavaluefootnote","lowconfidencelimit","highconfidencelimit","stratificationcategory1","stratification1","stratificationcategory2","stratification2","stratificationcategory3","stratification3","geolocation","topicid","questionid","responseid","locationid","stratificationcategoryid1","stratificationid1","stratificationcategoryid2","stratificationid2","stratificationcategoryid3","stratificationid3"
2013,2013,"CT","Connecticut","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","CrdPrev","Crude Prevalence","",NA,"-","No data available",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-72.64984095199964 41.56266102000046)","CAN","CAN1_0",NA,"09","OVERALL","OVR",NA,NA,NA,NA
2013,2013,"CT","Connecticut","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","AgeAdjPrev","Age-adjusted Prevalence","",NA,"-","No data available",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-72.64984095199964 41.56266102000046)","CAN","CAN1_0",NA,"09","OVERALL","OVR",NA,NA,NA,NA
2012,2012,"HI","Hawaii","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","CrdPrev","Crude Prevalence","87",87,"","",84.7,89.2,"Overall","Overall",NA,NA,NA,NA,"POINT(-157.85774940299973 21.304850435000446)","CAN","CAN1_0",NA,"15","OVERALL","OVR",NA,NA,NA,NA
2013,2013,"IA","Iowa","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","CrdPrev","Crude Prevalence","",NA,"-","No data available",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-93.81649055599968 42.46940091300047)","CAN","CAN1_0",NA,"19","OVERALL","OVR",NA,NA,NA,NA
2013,2013,"IA","Iowa","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","AgeAdjPrev","Age-adjusted Prevalence","",NA,"-","No data available",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-93.81649055599968 42.46940091300047)","CAN","CAN1_0",NA,"19","OVERALL","OVR",NA,NA,NA,NA
2013,2013,"IA","Iowa","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","CrdPrev","Crude Prevalence","",NA,"-","No data available",NA,NA,"Race/Ethnicity","White, non-Hispanic",NA,NA,NA,NA,"POINT(-93.81649055599968 42.46940091300047)","CAN","CAN1_0",NA,"19","RACE","WHT",NA,NA,NA,NA
2012,2012,"IA","Iowa","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","AgeAdjPrev","Age-adjusted Prevalence","85.6",85.6,"","",83.8,87.4,"Overall","Overall",NA,NA,NA,NA,"POINT(-93.81649055599968 42.46940091300047)","CAN","CAN1_0",NA,"19","OVERALL","OVR",NA,NA,NA,NA
2012,2012,"IA","Iowa","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","CrdPrev","Crude Prevalence","85.5",85.5,"","",83.7,87.3,"Overall","Overall",NA,NA,NA,NA,"POINT(-93.81649055599968 42.46940091300047)","CAN","CAN1_0",NA,"19","OVERALL","OVR",NA,NA,NA,NA
2013,2013,"ID","Idaho","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","CrdPrev","Crude Prevalence","",NA,"-","No data available",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-114.3637300419997 43.682630005000476)","CAN","CAN1_0",NA,"16","OVERALL","OVR",NA,NA,NA,NA
2013,2013,"ID","Idaho","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","AgeAdjPrev","Age-adjusted Prevalence","",NA,"-","No data available",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-114.3637300419997 43.682630005000476)","CAN","CAN1_0",NA,"16","OVERALL","OVR",NA,NA,NA,NA
2013,2013,"ID","Idaho","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","CrdPrev","Crude Prevalence","",NA,"-","No data available",NA,NA,"Race/Ethnicity","White, non-Hispanic",NA,NA,NA,NA,"POINT(-114.3637300419997 43.682630005000476)","CAN","CAN1_0",NA,"16","RACE","WHT",NA,NA,NA,NA
2012,2012,"ID","Idaho","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","AgeAdjPrev","Age-adjusted Prevalence","79.7",79.7,"","",76.4,82.9,"Overall","Overall",NA,NA,NA,NA,"POINT(-114.3637300419997 43.682630005000476)","CAN","CAN1_0",NA,"16","OVERALL","OVR",NA,NA,NA,NA
2012,2012,"ID","Idaho","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","CrdPrev","Crude Prevalence","79.4",79.4,"","",76.2,82.7,"Overall","Overall",NA,NA,NA,NA,"POINT(-114.3637300419997 43.682630005000476)","CAN","CAN1_0",NA,"16","OVERALL","OVR",NA,NA,NA,NA
2013,2013,"IL","Illinois","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","CrdPrev","Crude Prevalence","",NA,"-","No data available",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-88.99771017799969 40.48501028300046)","CAN","CAN1_0",NA,"17","OVERALL","OVR",NA,NA,NA,NA
2013,2013,"IL","Illinois","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","AgeAdjPrev","Age-adjusted Prevalence","",NA,"-","No data available",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-88.99771017799969 40.48501028300046)","CAN","CAN1_0",NA,"17","OVERALL","OVR",NA,NA,NA,NA
2014,2014,"KS","Kansas","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","CrdPrev","Crude Prevalence","68",68,"","",55.6,78.3,"Race/Ethnicity","Hispanic",NA,NA,NA,NA,"POINT(-98.20078122699965 38.34774030000045)","CAN","CAN1_0",NA,"20","RACE","HIS",NA,NA,NA,NA
2013,2013,"MI","Michigan","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","AgeAdjPrev","Age-adjusted Prevalence","",NA,"-","No data available",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-84.71439026999968 44.6613195430005)","CAN","CAN1_0",NA,"26","OVERALL","OVR",NA,NA,NA,NA
2012,2012,"ND","North Dakota","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","CrdPrev","Crude Prevalence","84.9",84.9,"","",82.3,87.4,"Overall","Overall",NA,NA,NA,NA,"POINT(-100.11842104899966 47.47531977900047)","CAN","CAN1_0",NA,"38","OVERALL","OVR",NA,NA,NA,NA
2013,2013,"NE","Nebraska","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","CrdPrev","Crude Prevalence","",NA,"-","No data available",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-99.36572062299967 41.6410409880005)","CAN","CAN1_0",NA,"31","OVERALL","OVR",NA,NA,NA,NA
2013,2013,"NE","Nebraska","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","AgeAdjPrev","Age-adjusted Prevalence","",NA,"-","No data available",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-99.36572062299967 41.6410409880005)","CAN","CAN1_0",NA,"31","OVERALL","OVR",NA,NA,NA,NA
2012,2012,"NE","Nebraska","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","CrdPrev","Crude Prevalence","81.3",81.3,"","",79.7,82.9,"Overall","Overall",NA,NA,NA,NA,"POINT(-99.36572062299967 41.6410409880005)","CAN","CAN1_0",NA,"31","OVERALL","OVR",NA,NA,NA,NA
2013,2013,"NH","New Hampshire","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","CrdPrev","Crude Prevalence","",NA,"-","No data available",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-71.50036091999965 43.65595011300047)","CAN","CAN1_0",NA,"33","OVERALL","OVR",NA,NA,NA,NA
2013,2013,"OH","Ohio","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","AgeAdjPrev","Age-adjusted Prevalence","",NA,"-","No data available",NA,NA,"Race/Ethnicity","Hispanic",NA,NA,NA,NA,"POINT(-82.40426005599966 40.06021014100048)","CAN","CAN1_0",NA,"39","RACE","HIS",NA,NA,NA,NA
2013,2013,"OH","Ohio","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","CrdPrev","Crude Prevalence","",NA,"-","No data available",NA,NA,"Race/Ethnicity","Other, non-Hispanic",NA,NA,NA,NA,"POINT(-82.40426005599966 40.06021014100048)","CAN","CAN1_0",NA,"39","RACE","OTH",NA,NA,NA,NA
2012,2012,"OR","Oregon","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","CrdPrev","Crude Prevalence","82",82,"","",79.4,84.6,"Overall","Overall",NA,NA,NA,NA,"POINT(-120.15503132599969 44.56744942400047)","CAN","CAN1_0",NA,"41","OVERALL","OVR",NA,NA,NA,NA
2013,2013,"PA","Pennsylvania","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","CrdPrev","Crude Prevalence","",NA,"-","No data available",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-77.86070029399963 40.79373015200048)","CAN","CAN1_0",NA,"42","OVERALL","OVR",NA,NA,NA,NA
2012,2012,"TN","Tennessee","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","CrdPrev","Crude Prevalence","82.8",82.8,"","",80.6,85,"Overall","Overall",NA,NA,NA,NA,"POINT(-85.77449091399967 35.68094058000048)","CAN","CAN1_0",NA,"47","OVERALL","OVR",NA,NA,NA,NA
2013,2013,"AK","Alaska","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","AgeAdjPrev","Age-adjusted Prevalence","",NA,"-","No data available",NA,NA,"Race/Ethnicity","Multiracial, non-Hispanic",NA,NA,NA,NA,"POINT(-147.72205903599973 64.84507995700051)","CAN","CAN1_0",NA,"02","RACE","MRC",NA,NA,NA,NA
2014,2014,"AK","Alaska","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","CrdPrev","Crude Prevalence","68.4",68.4,"","",64.6,72.1,"Overall","Overall",NA,NA,NA,NA,"POINT(-147.72205903599973 64.84507995700051)","CAN","CAN1_0",NA,"02","OVERALL","OVR",NA,NA,NA,NA
2012,2012,"AR","Arkansas","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","CrdPrev","Crude Prevalence","78.1",78.1,"","",75.3,80.9,"Overall","Overall",NA,NA,NA,NA,"POINT(-92.27449074299966 34.74865012400045)","CAN","CAN1_0",NA,"05","OVERALL","OVR",NA,NA,NA,NA
2013,2013,"AK","Alaska","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","CrdPrev","Crude Prevalence","",NA,"-","No data available",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-147.72205903599973 64.84507995700051)","CAN","CAN1_0",NA,"02","OVERALL","OVR",NA,NA,NA,NA
2013,2013,"AK","Alaska","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","AgeAdjPrev","Age-adjusted Prevalence","",NA,"-","No data available",NA,NA,"Overall","Overall",NA,NA,NA,NA,"POINT(-147.72205903599973 64.84507995700051)","CAN","CAN1_0",NA,"02","OVERALL","OVR",NA,NA,NA,NA
2013,2013,"AK","Alaska","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","CrdPrev","Crude Prevalence","",NA,"-","No data available",NA,NA,"Race/Ethnicity","White, non-Hispanic",NA,NA,NA,NA,"POINT(-147.72205903599973 64.84507995700051)","CAN","CAN1_0",NA,"02","RACE","WHT",NA,NA,NA,NA
2013,2013,"AK","Alaska","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","AgeAdjPrev","Age-adjusted Prevalence","",NA,"-","No data available",NA,NA,"Race/Ethnicity","White, non-Hispanic",NA,NA,NA,NA,"POINT(-147.72205903599973 64.84507995700051)","CAN","CAN1_0",NA,"02","RACE","WHT",NA,NA,NA,NA
2013,2013,"AK","Alaska","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","CrdPrev","Crude Prevalence","",NA,"-","No data available",NA,NA,"Race/Ethnicity","Black, non-Hispanic",NA,NA,NA,NA,"POINT(-147.72205903599973 64.84507995700051)","CAN","CAN1_0",NA,"02","RACE","BLK",NA,NA,NA,NA
2013,2013,"AK","Alaska","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","AgeAdjPrev","Age-adjusted Prevalence","",NA,"-","No data available",NA,NA,"Race/Ethnicity","Black, non-Hispanic",NA,NA,NA,NA,"POINT(-147.72205903599973 64.84507995700051)","CAN","CAN1_0",NA,"02","RACE","BLK",NA,NA,NA,NA
2013,2013,"AK","Alaska","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","CrdPrev","Crude Prevalence","",NA,"-","No data available",NA,NA,"Race/Ethnicity","Hispanic",NA,NA,NA,NA,"POINT(-147.72205903599973 64.84507995700051)","CAN","CAN1_0",NA,"02","RACE","HIS",NA,NA,NA,NA
2013,2013,"AK","Alaska","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","AgeAdjPrev","Age-adjusted Prevalence","",NA,"-","No data available",NA,NA,"Race/Ethnicity","Hispanic",NA,NA,NA,NA,"POINT(-147.72205903599973 64.84507995700051)","CAN","CAN1_0",NA,"02","RACE","HIS",NA,NA,NA,NA
2013,2013,"AK","Alaska","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","CrdPrev","Crude Prevalence","",NA,"-","No data available",NA,NA,"Race/Ethnicity","Other, non-Hispanic",NA,NA,NA,NA,"POINT(-147.72205903599973 64.84507995700051)","CAN","CAN1_0",NA,"02","RACE","OTH",NA,NA,NA,NA
2013,2013,"AK","Alaska","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","AgeAdjPrev","Age-adjusted Prevalence","",NA,"-","No data available",NA,NA,"Race/Ethnicity","Other, non-Hispanic",NA,NA,NA,NA,"POINT(-147.72205903599973 64.84507995700051)","CAN","CAN1_0",NA,"02","RACE","OTH",NA,NA,NA,NA
2013,2013,"AK","Alaska","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","CrdPrev","Crude Prevalence","",NA,"-","No data available",NA,NA,"Race/Ethnicity","Multiracial, non-Hispanic",NA,NA,NA,NA,"POINT(-147.72205903599973 64.84507995700051)","CAN","CAN1_0",NA,"02","RACE","MRC",NA,NA,NA,NA
2014,2014,"AK","Alaska","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","AgeAdjPrev","Age-adjusted Prevalence","68.8",68.8,"","",65.1,72.4,"Overall","Overall",NA,NA,NA,NA,"POINT(-147.72205903599973 64.84507995700051)","CAN","CAN1_0",NA,"02","OVERALL","OVR",NA,NA,NA,NA
2014,2014,"AK","Alaska","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","CrdPrev","Crude Prevalence","66.1",66.1,"","",62,69.9,"Race/Ethnicity","White, non-Hispanic",NA,NA,NA,NA,"POINT(-147.72205903599973 64.84507995700051)","CAN","CAN1_0",NA,"02","RACE","WHT",NA,NA,NA,NA
2014,2014,"AK","Alaska","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","AgeAdjPrev","Age-adjusted Prevalence","66.3",66.3,"","",62.3,70.1,"Race/Ethnicity","White, non-Hispanic",NA,NA,NA,NA,"POINT(-147.72205903599973 64.84507995700051)","CAN","CAN1_0",NA,"02","RACE","WHT",NA,NA,NA,NA
2014,2014,"AK","Alaska","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","CrdPrev","Crude Prevalence","",NA,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",NA,NA,"Race/Ethnicity","Black, non-Hispanic",NA,NA,NA,NA,"POINT(-147.72205903599973 64.84507995700051)","CAN","CAN1_0",NA,"02","RACE","BLK",NA,NA,NA,NA
2014,2014,"AK","Alaska","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","AgeAdjPrev","Age-adjusted Prevalence","",NA,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",NA,NA,"Race/Ethnicity","Black, non-Hispanic",NA,NA,NA,NA,"POINT(-147.72205903599973 64.84507995700051)","CAN","CAN1_0",NA,"02","RACE","BLK",NA,NA,NA,NA
2014,2014,"AK","Alaska","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","CrdPrev","Crude Prevalence","",NA,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",NA,NA,"Race/Ethnicity","Hispanic",NA,NA,NA,NA,"POINT(-147.72205903599973 64.84507995700051)","CAN","CAN1_0",NA,"02","RACE","HIS",NA,NA,NA,NA
2014,2014,"AK","Alaska","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","AgeAdjPrev","Age-adjusted Prevalence","",NA,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",NA,NA,"Race/Ethnicity","Hispanic",NA,NA,NA,NA,"POINT(-147.72205903599973 64.84507995700051)","CAN","CAN1_0",NA,"02","RACE","HIS",NA,NA,NA,NA
2014,2014,"AK","Alaska","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","CrdPrev","Crude Prevalence","76.7",76.7,"","",64.6,85.5,"Race/Ethnicity","Other, non-Hispanic",NA,NA,NA,NA,"POINT(-147.72205903599973 64.84507995700051)","CAN","CAN1_0",NA,"02","RACE","OTH",NA,NA,NA,NA
2014,2014,"AK","Alaska","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","AgeAdjPrev","Age-adjusted Prevalence","76.6",76.6,"","",65.7,84.9,"Race/Ethnicity","Other, non-Hispanic",NA,NA,NA,NA,"POINT(-147.72205903599973 64.84507995700051)","CAN","CAN1_0",NA,"02","RACE","OTH",NA,NA,NA,NA
2014,2014,"AK","Alaska","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","CrdPrev","Crude Prevalence","",NA,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",NA,NA,"Race/Ethnicity","Multiracial, non-Hispanic",NA,NA,NA,NA,"POINT(-147.72205903599973 64.84507995700051)","CAN","CAN1_0",NA,"02","RACE","MRC",NA,NA,NA,NA
2014,2014,"AK","Alaska","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","AgeAdjPrev","Age-adjusted Prevalence","",NA,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",NA,NA,"Race/Ethnicity","Multiracial, non-Hispanic",NA,NA,NA,NA,"POINT(-147.72205903599973 64.84507995700051)","CAN","CAN1_0",NA,"02","RACE","MRC",NA,NA,NA,NA
2012,2012,"AK","Alaska","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","AgeAdjPrev","Age-adjusted Prevalence","79.8",79.8,"","",76.2,83.4,"Overall","Overall",NA,NA,NA,NA,"POINT(-147.72205903599973 64.84507995700051)","CAN","CAN1_0",NA,"02","OVERALL","OVR",NA,NA,NA,NA
2012,2012,"AK","Alaska","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","CrdPrev","Crude Prevalence","79.7",79.7,"","",76,83.3,"Overall","Overall",NA,NA,NA,NA,"POINT(-147.72205903599973 64.84507995700051)","CAN","CAN1_0",NA,"02","OVERALL","OVR",NA,NA,NA,NA
2013,2013,"AL","Alabama","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","CrdPrev","Crude Prevalence","83.4",83.4,"","",75.2,89.2,"Overall","Overall",NA,NA,NA,NA,"POINT(-86.63186076199969 32.84057112200048)","CAN","CAN1_0",NA,"01","OVERALL","OVR",NA,NA,NA,NA
2013,2013,"AL","Alabama","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","AgeAdjPrev","Age-adjusted Prevalence","82.9",82.9,"","",74.2,89,"Overall","Overall",NA,NA,NA,NA,"POINT(-86.63186076199969 32.84057112200048)","CAN","CAN1_0",NA,"01","OVERALL","OVR",NA,NA,NA,NA
2013,2013,"AL","Alabama","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","CrdPrev","Crude Prevalence","78.5",78.5,"","",67.7,86.4,"Race/Ethnicity","White, non-Hispanic",NA,NA,NA,NA,"POINT(-86.63186076199969 32.84057112200048)","CAN","CAN1_0",NA,"01","RACE","WHT",NA,NA,NA,NA
2013,2013,"AL","Alabama","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","AgeAdjPrev","Age-adjusted Prevalence","77",77,"","",65.1,85.7,"Race/Ethnicity","White, non-Hispanic",NA,NA,NA,NA,"POINT(-86.63186076199969 32.84057112200048)","CAN","CAN1_0",NA,"01","RACE","WHT",NA,NA,NA,NA
2013,2013,"AL","Alabama","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","CrdPrev","Crude Prevalence","",NA,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",NA,NA,"Race/Ethnicity","Black, non-Hispanic",NA,NA,NA,NA,"POINT(-86.63186076199969 32.84057112200048)","CAN","CAN1_0",NA,"01","RACE","BLK",NA,NA,NA,NA
2013,2013,"AL","Alabama","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","AgeAdjPrev","Age-adjusted Prevalence","",NA,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",NA,NA,"Race/Ethnicity","Black, non-Hispanic",NA,NA,NA,NA,"POINT(-86.63186076199969 32.84057112200048)","CAN","CAN1_0",NA,"01","RACE","BLK",NA,NA,NA,NA
2013,2013,"AL","Alabama","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","CrdPrev","Crude Prevalence","",NA,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",NA,NA,"Race/Ethnicity","Hispanic",NA,NA,NA,NA,"POINT(-86.63186076199969 32.84057112200048)","CAN","CAN1_0",NA,"01","RACE","HIS",NA,NA,NA,NA
2013,2013,"AL","Alabama","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","AgeAdjPrev","Age-adjusted Prevalence","",NA,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",NA,NA,"Race/Ethnicity","Hispanic",NA,NA,NA,NA,"POINT(-86.63186076199969 32.84057112200048)","CAN","CAN1_0",NA,"01","RACE","HIS",NA,NA,NA,NA
2013,2013,"AL","Alabama","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","CrdPrev","Crude Prevalence","",NA,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",NA,NA,"Race/Ethnicity","Other, non-Hispanic",NA,NA,NA,NA,"POINT(-86.63186076199969 32.84057112200048)","CAN","CAN1_0",NA,"01","RACE","OTH",NA,NA,NA,NA
2013,2013,"AL","Alabama","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","AgeAdjPrev","Age-adjusted Prevalence","",NA,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",NA,NA,"Race/Ethnicity","Other, non-Hispanic",NA,NA,NA,NA,"POINT(-86.63186076199969 32.84057112200048)","CAN","CAN1_0",NA,"01","RACE","OTH",NA,NA,NA,NA
2013,2013,"AL","Alabama","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","CrdPrev","Crude Prevalence","",NA,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",NA,NA,"Race/Ethnicity","Multiracial, non-Hispanic",NA,NA,NA,NA,"POINT(-86.63186076199969 32.84057112200048)","CAN","CAN1_0",NA,"01","RACE","MRC",NA,NA,NA,NA
2013,2013,"AL","Alabama","BRFSS","Cancer","Mammography use among women aged 50-74 years",NA,"%","AgeAdjPrev","Age-adjusted Prevalence","",NA,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",NA,NA,"Race/Ethnicity","Multiracial, non-Hispanic",NA,NA,NA,NA,"POINT(-86.63186076199969 32.84057112200048)","CAN","CAN1_0",NA,"01","RACE","MRC",NA,NA,NA,NA
